"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.765733336,1001.64213303443,14375.26181,28.621801656,272.323902375,63.1866215071895,544.409873554521
"2","February",2.118880003,936.07323310382,12309.79524,195.358529165,382.844094775,1592.44605914863,7715.93522852928
"3","March",124.8373469,1064.89794402527,16351.3087,249.286968135,548.013733875,328.402778250328,778.588322737845
"4","April",81.00301679,777.357611616208,7187.034969,248.65056842,443.16228125,281.491412617025,659.090328490603
"5","May",38.27227006,545.720434516922,4705.664626,77.7702533405,227.78695755,128.43750269066,421.45749006268
"6","June",12.06584446,224.345774796056,1509.36357,29.5245328275,56.84189898,34.889362247531,109.740252807023
"7","July",4.090615562,46.2251719843992,443.4639274,8.1834382906,15.21473558,9.88564299576707,25.6543861635034
"8","August",1.765733336,10.5043082050739,152.8389347,2.825173338,4.590906674,3.34149961340971,7.40292372837876
"9","September",1.059440002,6.10793988809306,334.7830405,1.412586669,2.118880003,1.59667811520193,3.1773123114248
"10","October",0.706293334,42.1330083853212,4410.404584,1.059440002,1.412586669,1.03027383331463,2.74416903965675
"11","November",0.706293334,88.4373182883304,6444.676531,1.059440002,3.03117556,1.53365243019839,8.08692935165679
"12","December",1.074154446,727.79750912125,15192.97292,3.9552426726,30.65018783,10.6541683829442,232.074058489096
