"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.412586669,697.561183641239,9892.212012,22.66024448,198.026993675,45.2669891630364,379.468837143896
"2","February",1.765733336,648.604033002509,7807.395948,150.397072635,277.209097925,1101.69248398925,5053.29477192168
"3","March",107.0034402,834.081538714785,12719.63666,203.75679827,423.077064575,264.15568069984,612.004414256329
"4","April",68.52516788,658.398462377403,5062.857766,211.508367685,383.307599775,247.547676903852,572.338291925578
"5","May",32.9897845,486.870154110484,3839.175135,67.7497166635,207.74956285,114.542981371181,383.761436450702
"6","June",10.00582224,200.971673534361,1299.19716,25.701720147,50.5146878525,30.4636604387122,97.8349669477554
"7","July",3.178320005,40.9118353514731,415.9184873,6.724501122,13.055390855,8.23552071504034,22.251365355087
"8","August",1.059440002,8.56836449000941,58.06319787,2.118880003,3.531466672,2.44382392307519,6.01101148202705
"9","September",0.706293334,4.178237106125,231.0020637,0.706293334,1.412586669,1.01938683663157,2.25700767097907
"10","October",0.353146667,25.6512160203306,2968.374311,0.706293334,1.059440002,0.605103877246233,1.9001152904194
"11","November",0.353146667,53.6444831520174,4758.724913,0.706293334,2.10784417,1.01037732065608,5.99968404617744
"12","December",0.809294446,503.522518716762,10838.17422,3.2165775604,22.71910226,7.49365111958831,156.870418627631
