"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",0.706293334,220.515752994669,3359.381244,8.122373346,57.47094148,12.894133881588,112.436247122544
"2","February",1.059440002,200.408618612658,2033.109506,23.329551049,77.721695675,38.8306190646604,144.985685657576
"3","March",23.9256867,307.060432020874,4649.764452,63.8982108225,137.083443275,86.8738860037626,220.867824785893
"4","April",29.26703005,272.390124800736,1292.060654,96.8092730355,170.974487525,107.463041111019,243.592972570147
"5","May",15.18530669,218.33105533547,1140.693164,34.259641054,110.376726575,59.8156538495887,185.549923325305
"6","June",4.84105223,97.1501688171403,514.9761275,12.581585738,24.76441004,15.0444350298297,49.2548726925918
"7","July",1.412586669,21.6230487481882,229.5306192,3.178320005,6.35664001,3.92858263871116,10.9389674037827
"8","August",0.353146667,4.04681204159409,23.80797115,0.706293334,1.765733336,1.03727247337881,2.83110123032346
"9","September",0.309003334,1.59026691584292,39.65542784,0.353146667,0.706293334,0.382938339538683,1.04606061677473
"10","October",0.014714444,5.36008393072549,715.94601,0.353146667,0.353146667,0.23624705714617,0.88755416080977
"11","November",0.029428889,11.9975275410698,1446.827181,0.353146667,0.706293334,0.355843382139482,2.09282766342022
"12","December",0.338432223,147.97016271498,3318.357373,0.8181231124,7.636796679,2.11848967359612,40.6217466377428
