"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.765733336,962.661433675883,13899.98525,27.54544004,260.2139146,60.582091060094,521.797681551107
"2","February",2.118880003,899.445916780755,11803.72135,190.56309169,369.395092525,1549.31926878122,7502.48463355676
"3","March",122.4388924,1037.67232558804,16010.33088,243.8315878,532.33549335,320.584998572405,758.352341331021
"4","April",79.31085568,762.768228786486,6967.127596,244.818191365,436.1949918,277.303268353273,648.446538662907
"5","May",37.50711895,538.553083267715,4626.765775,76.390774171,225.153072025,126.569044196888,416.630473292248
"6","June",11.69798335,221.461418554069,1486.58561,28.985984161,55.7346370275,34.1727089076002,108.139960202902
"7","July",3.884613339,45.4144301875121,439.9618896,7.8302916236,14.8174455775,9.54632925294399,25.0712440842573
"8","August",1.412586669,10.1211788796089,135.9026091,2.61107817095,4.326046673,3.1148027796265,7.11709590736865
"9","September",1.059440002,5.74895760599583,323.2910594,1.412586669,2.06737944775,1.46417015239238,2.92802855055056
"10","October",0.706293334,39.8293635779879,4266.232457,1.059440002,1.412586669,0.942332494630975,2.45028113811469
"11","November",0.706293334,83.7459501490188,6276.166713,1.059440002,2.825173338,1.42996571411069,7.56445931166183
"12","December",1.059440002,699.214463404415,14719.1678,3.884613339,28.41359227,10.0043097577231,220.687452507636
