"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.765733336,910.852570522027,13102.18279,26.83914671,246.55155285,57.7025481912512,494.839950217871
"2","February",2.118880003,851.318630762916,11021.10419,185.822833375,351.96583305,1478.10883067798,7074.29899045077
"3","March",119.8785791,1002.75906977245,15408.28938,238.21140579,515.66770635,312.071857427944,734.708405731219
"4","April",77.69226679,744.222087228917,6622.750738,230.791647175,429.19459485,272.474287309695,635.663071458699
"5","May",36.68311006,529.371156650901,4507.784777,74.7773353375,221.75035675,124.420937605246,410.93544616049
"6","June",11.25655002,217.799441072903,1451.197371,28.262033492,54.542767025,33.3692427595975,106.240395928096
"7","July",3.531466672,44.4692446824731,435.3856973,7.42270151195,14.3907266925,9.15381530584203,24.4070367246068
"8","August",1.412586669,9.67308233311962,108.9751757,2.472026671,4.16786639525,2.86808212950004,6.74412996491593
"9","September",0.706293334,5.24088381648889,296.9080605,1.059440002,1.765733336,1.24822091165623,2.72948760772014
"10","October",0.706293334,36.0371847804704,3964.718775,0.706293334,1.059440002,0.82008372442269,1.89808873372717
"11","November",0.706293334,76.4569339235667,5958.246426,1.059440002,2.475705282,1.34579262690206,6.86183194781952
"12","December",1.059440002,660.262145127961,13979.19311,3.7315831168,27.19229338,9.33833667964444,207.611834363809
