"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.412586669,891.55705597343,12840.72182,26.1939183175,242.1629698,56.1688393710486,483.818266135199
"2","February",2.118880003,833.351836353925,10749.50498,183.674524475,343.762530225,1444.42191812773,6898.97145145118
"3","March",118.7014235,988.92103551922,15196.26895,234.702746445,509.94746605,308.333235888891,724.973957148991
"4","April",76.7358279,736.915165367333,6494.617356,229.143629375,426.957999275,270.3611259387,630.416717630317
"5","May",36.25639117,525.590718492648,4459.903975,74.0997351695,220.293626725,123.495550116802,408.507348014591
"6","June",11.02111891,216.246662163028,1435.850206,27.9508229855,53.95786786,33.0062592396949,105.392411650473
"7","July",3.531466672,44.0473011547836,433.619964,7.19609906665,14.1479383575,8.96365485167403,24.0936429031231
"8","August",1.059440002,9.46720596725941,99.44021571,2.21010955925,3.89564917275,2.74324454195271,6.60173520101339
"9","September",0.706293334,5.01857680019861,285.2689349,1.059440002,1.765733336,1.17707430183333,2.597739210032
"10","October",0.353146667,34.5515472958468,3840.676008,0.706293334,1.059440002,0.724865579693472,2.26788928617514
"11","November",0.353146667,73.6599797473986,5835.881106,0.79310855705,2.472026671,1.20879621601757,7.39984063946165
"12","December",1.059440002,645.305594284509,13751.75194,3.5667813388,26.48600004,9.02720227884989,201.905728947347
