"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.059440002,524.690276840304,8020.593534,19.06992003,154.42073745,32.8307978471843,278.178825173887
"2","February",1.765733336,486.789330594186,5573.905136,119.3576877,194.730958075,711.970727396366,3308.37823558549
"3","March",93.51029459,685.612491979355,10866.8821,166.19891454,327.66860665,212.226154918938,494.389732618447
"4","April",58.99020787,580.391338061236,3851.255694,192.76878688,348.3865444,221.016459486183,510.429216879566
"5","May",28.92859782,445.213750604933,3236.368488,60.6536758165,188.885645,103.813391084386,355.021101837931
"6","June",8.740380014,183.593667519075,1173.285658,22.733080978,45.57431313,27.0874331798548,88.6004276964711
"7","July",2.472026671,36.9711348794825,395.5684106,5.68418989735,11.56187474,7.12175539600666,19.7736717078644
"8","August",0.706293334,7.360792967625,39.69957117,1.4501085024,2.85092361575,1.94377245222553,5.1447630715635
"9","September",0.353146667,3.29166953231389,172.7034347,0.706293334,1.059440002,0.716852979186381,1.84984080827063
"10","October",0.353146667,18.2300406122325,2314.552686,0.353146667,0.706293334,0.418594956318571,1.08097439350755
"11","November",0.353146667,38.804041164029,3777.139037,0.706293334,1.445694169,0.800587088324978,4.31522010362509
"12","December",0.706293334,379.865220393008,8578.9037,2.3101677812,17.39247336,5.46880044320066,112.75410753802
