"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.412586669,789.439386726891,11290.61396,24.1677393195,217.935637,49.9517082528346,428.130047027374
"2","February",1.765733336,739.022234468524,9260.388481,172.43636754,310.9162116,1279.46793795546,6008.08492311679
"3","March",113.1687924,916.074459687366,13995.894,219.81393581,473.04731795,288.9629970905,673.825022391983
"4","April",72.96893011,700.318365190764,5840.118866,220.774789035,409.1719145,259.891803343027,603.852251040342
"5","May",34.65251672,506.910515481223,4180.506103,70.9743871695,213.771449225,119.274497634639,396.761557299471
"6","June",10.47668446,208.883621036583,1356.27449,26.8126607045,52.453315915,31.7371372859292,101.828572008287
"7","July",3.178320005,42.4763238476909,425.012014,6.9687608997,13.47843113,8.5287722115072,23.1395960940835
"8","August",1.059440002,8.93058362621909,69.71703789,2.118880003,3.64182500575,2.51747914159049,6.23944855448883
"9","September",0.706293334,4.43820901270833,253.6623082,1.0439898348,1.412586669,1.04890077045035,2.34838330692781
"10","October",0.353146667,28.9849456589046,3345.667382,0.706293334,1.059440002,0.61942033060927,1.97219221528594
"11","November",0.353146667,61.4590745218174,5263.871792,0.706293334,2.118880003,1.05794368588499,6.26198889316667
"12","December",1.059440002,569.369667088074,12249.3483,3.3578362276,24.10226004,7.98578022344584,176.283673522621
