"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.059440002,403.849383159668,6336.598937,14.9962260775,116.17053905,24.8848548260159,210.206315939494
"2","February",1.412586669,371.542634909317,4170.647425,76.6556341705,141.148308525,472.63711590797,2263.05052644275
"3","March",71.73291678,548.976992430376,8739.01157,121.781892435,247.9089604,163.550579606822,391.043397421593
"4","April",48.30752119,475.991473929403,2830.293964,158.58639673,283.7092038,180.030600401393,419.346288540038
"5","May",24.27883337,365.036465144825,2466.229179,52.938892583,161.1562744,87.9100409212129,294.538408967421
"6","June",7.386651123,151.712536525742,911.9424103,19.212650137,38.5849520025,23.1021076178304,74.9314533755957
"7","July",2.118880003,31.4740924346371,335.3569039,4.96097495175,9.843963349,6.12105236322693,16.8204410586072
"8","August",0.706293334,6.2643061517164,34.21108339,1.412586669,2.472026671,1.70150044228364,4.40029741494425
"9","September",0.353146667,2.69980887196389,121.7914569,0.5414915561,1.059440002,0.626046657476338,1.59792594371752
"10","October",0.353146667,13.2859674926089,1717.219813,0.353146667,0.706293334,0.410281914894085,0.94749776155832
"11","November",0.353146667,28.2568591987246,2980.822731,0.382575556,1.177155557,0.552251262108502,4.61735388085786
"12","December",0.676864445,288.29351774298,6600.075779,1.9511353362,14.12586669,4.3388506931661,83.1950768994413
