"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.412586669,601.445454299961,8858.169142,20.83565337,172.29510885,37.9530613093683,321.940942026159
"2","February",1.765733336,558.504135473646,6527.386423,130.052145975,236.906234575,895.068357827419,4133.37809958789
"3","March",100.1906524,755.744998959005,11636.32983,187.984385295,371.532365575,237.959047459778,550.559476410861
"4","April",63.77240232,618.882528216139,4346.632181,202.25592502,366.926744425,234.426020822513,541.642954197029
"5","May",31.03276338,466.126190936452,3506.834692,64.01445493,198.00492195,109.337187122311,369.883990753775
"6","June",9.284814459,192.476394921344,1234.880323,24.225125651,48.0904831325,28.8229824377362,93.499008166397
"7","July",2.825173338,38.9886786755632,406.3835273,6.091780009,12.33070446,7.63965254975978,21.0246063038993
"8","August",0.706293334,7.92246078903091,43.09860784,1.765733336,3.178320005,2.12874980958777,5.55131823698603
"9","September",0.353146667,3.66847264164722,204.3247759,0.706293334,1.088868891,0.799268484791505,2.03646100935976
"10","October",0.353146667,21.5770211611169,2548.585925,0.353146667,0.706293334,0.474557217487797,1.43150997684845
"11","November",0.353146667,44.8325296758333,4219.234521,0.706293334,1.65169639125,0.856926473035984,4.83211304479038
"12","December",0.706293334,432.746856937787,9585.607133,2.4514264484,19.9527867,6.09672138741249,130.138499915296
