"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.059440002,560.693162073796,8440.131774,19.8983432535,165.015137475,35.0376928582201,298.184098237336
"2","February",1.765733336,520.522500354708,6046.621379,125.248615595,215.5592542,798.85967173748,3694.89984214103
"3","March",96.89461682,721.569914189731,11282.8153,175.463128775,349.8506317,225.404083868825,523.157883885101
"4","April",61.41809121,601.183383159153,4129.196835,197.8474774,360.87542915,228.06629582728,527.350050469374
"5","May",30.00275227,456.249864440094,3368.989776,62.4436879835,191.729211425,106.68197072379,362.972715618729
"6","June",9.064097792,188.164325110744,1208.821042,23.4967606435,46.90964896,27.9894399768582,91.1635820512978
"7","July",2.501455559,37.9960074435699,400.5271784,5.97847878735,11.94812891,7.35454832855194,20.4340615573574
"8","August",0.706293334,7.62226922117742,40.97972784,1.7532260586,3.16360556,2.00602685066299,5.32328092853408
"9","September",0.353146667,3.44831705572778,186.0935792,0.706293334,1.059440002,0.742186533384137,1.92198276459986
"10","October",0.353146667,19.7200327377379,2453.633615,0.353146667,0.706293334,0.408067222074173,0.996025571060082
"11","November",0.353146667,41.3679177615348,3972.635146,0.706293334,1.51558778,0.820549133355831,4.53713669840827
"12","December",0.706293334,404.799612939139,9057.844153,2.3984544482,18.37834114,5.73583653830862,120.784106633331
