"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.059440002,435.953587875862,7024.499215,16.95104003,128.80656825,27.1255846773893,227.774509926255
"2","February",1.412586669,401.760315138192,4549.441369,90.718964471,151.613957175,520.133563385881,2460.46808500508
"3","March",83.84290457,589.376637822366,9555.001088,130.790811075,267.1370607,176.362531768051,418.731378791103
"4","April",52.19213453,518.269617721264,3104.424065,176.537283245,315.897051025,198.666017869357,458.448388158871
"5","May",26.05928115,409.060603274261,2806.544851,56.1863704745,176.499761375,95.7215730207857,328.919571326552
"6","June",8.00465779,169.956502460904,1059.204571,20.6083152,41.5351981225,24.7408354544337,81.4438395224882
"7","July",2.457312226,34.2844416520296,380.2653884,5.29940717475,10.57600696,6.54990338916322,18.0986333262584
"8","August",0.706293334,6.75863525252957,36.50653672,1.412586669,2.825173338,1.81815169853324,4.74231237164496
"9","September",0.353146667,2.96463728827917,143.6424069,0.706293334,1.059440002,0.682888892739294,1.72505075836535
"10","October",0.353146667,15.1010186706465,1940.71751,0.353146667,0.706293334,0.408620150299464,0.967586464499775
"11","November",0.353146667,32.128039549013,3274.096324,0.54296300105,1.412586669,0.719270480998876,3.83846694569301
"12","December",0.69157889,315.776571017453,7311.975317,2.1218228926,15.89160002,4.83845090634301,91.9364767048884
