"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.412586669,639.736207306995,9227.648842,21.544153866,184.360953375,41.3949023016371,346.175328229666
"2","February",1.765733336,593.780938829441,6985.064504,135.1411366,259.3420837,985.98970788642,4515.55992417278
"3","March",102.9716824,786.01828377621,12007.3104,193.4397656,392.11051615,248.536585713339,574.73569112273
"4","April",65.67056566,634.313367332236,4594.673572,205.943364745,372.37476755,239.79911480031,553.864901420798
"5","May",31.81262894,474.49666736293,3639.573696,65.469713487,202.463398675,111.502535815479,375.594663312323
"6","June",9.623246682,195.965226861753,1259.99788,24.8880113735,49.1315300775,29.5469034532047,95.3092114053161
"7","July",2.854602227,39.834291764832,410.444714,6.4177049546,12.68385113,7.9358251959244,21.6018491148136
"8","August",1.059440002,8.24029566622984,49.49939119,1.76794050275,3.531466672,2.32133977801184,5.76610936354265
"9","September",0.353146667,3.92535117063056,215.3311803,0.706293334,1.412586669,0.908268149466621,2.19055632338643
"10","October",0.353146667,23.3262403023656,2702.145868,0.706293334,0.897581113,0.562488793362022,1.73370257427741
"11","November",0.353146667,48.5387066272884,4433.241401,0.706293334,1.795162225,0.945912842463546,5.43535020960741
"12","December",0.706293334,461.093480941986,10047.97912,2.8192875602,21.30651559,6.78575142637864,141.71760128616
