"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.412586669,839.391279426251,12030.48565,25.07341337,230.167018975,53.1580730438586,455.699857110369
"2","February",2.118880003,785.103115728969,9994.271399,178.29639507,323.7619216,1360.51289335568,6424.28173956247
"3","March",115.9203935,952.261733960753,14573.93624,227.12554333,496.4138558,298.663444703445,699.318610801144
"4","April",74.91123678,718.234531566486,6154.860833,224.75504631,420.215105075,265.062680654561,616.939200427253
"5","May",35.43238228,516.163439660632,4328.400984,72.5628114465,216.581908125,121.368991302194,402.521373134605
"6","June",10.71211557,212.528015495111,1393.060601,27.408595712,53.0933942475,32.3909632782733,103.625426634742
"7","July",3.310750005,43.2800320545202,429.249774,7.09456939975,13.8278991875,8.77396191501661,23.6515755200576
"8","August",1.059440002,9.21792702442339,82.87175124,2.118880003,3.884613339,2.64773159076379,6.44801776336241
"9","September",0.706293334,4.75606702347917,272.0112204,1.059440002,1.55237389175,1.1375445656371,2.50527073287536
"10","October",0.353146667,31.7282546163669,3595.901224,0.706293334,1.059440002,0.669602416756442,2.13325788871962
"11","November",0.353146667,67.3371693913159,5552.89291,0.706293334,2.33959667,1.13048057761638,6.85448411889089
"12","December",1.059440002,607.036952653878,12985.79153,3.531466672,25.42656004,8.56573713229505,189.28055197976
