"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.412586669,825.746356084645,11815.74305,25.07341337,226.013867,52.5736643646366,448.811942816238
"2","February",2.118880003,772.315324347929,9801.82118,176.91323729,319.8589152,1343.56970310177,6315.93460637919
"3","March",115.2435291,942.232187741532,14404.70541,225.11407877,491.701554925,296.195135125425,692.506470545769
"4","April",74.49923234,713.427437754625,6060.055667,223.72944954,418.305905925,263.825674793474,613.579633070506
"5","May",35.31466672,513.782346238589,4285.434807,72.188328837,215.960222825,120.88449335602,401.139296872409
"6","June",10.68268668,211.634858004639,1383.569784,27.249679711,53.0051075825,32.2665707668097,103.19824591537
"7","July",3.296035561,43.1131227167527,428.1609051,7.092362233,13.7984703,8.74600858372252,23.5625810177788
"8","August",1.059440002,9.17555287642607,80.07600679,2.118880003,3.884613339,2.64046234218274,6.42426146634369
"9","September",0.706293334,4.70890834390833,268.4797538,1.059440002,1.52294500275,1.13581539919251,2.49677136568846
"10","October",0.353146667,31.0197533965659,3512.45561,0.706293334,1.059440002,0.668603346091571,2.12237782359211
"11","November",0.353146667,65.8792083358319,5473.523196,0.706293334,2.31752500325,1.12625920638001,6.7948638285262
"12","December",1.059440002,597.149496987909,12768.13547,3.531466672,25.07341337,8.50434508933684,186.515809395617
