"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",0.706293334,195.133289537542,2811.297617,6.35664001,54.04247592,11.0974594831604,98.7644374820397
"2","February",0.706293334,176.714928076283,1784.332394,20.499562074,69.867860945,34.3341340749879,128.395223695332
"3","March",21.07108448,269.406174019489,3898.400774,55.9715395895,122.1078174,77.0024126275695,194.651927729106
"4","April",25.05869893,228.184708328347,1095.181387,76.889593845,139.143465525,86.476944726552,200.645996397025
"5","May",13.06642669,171.497432803884,841.7397958,29.907108383,91.69673931,50.2033115713647,147.068580998849
"6","June",4.193616673,77.4945618770458,365.5803728,10.826888241,21.0600486475,12.997270178763,41.7162520978696
"7","July",1.309585558,18.5645281256895,181.1789547,2.825173338,5.414915564,3.37727800497122,9.33548320231318
"8","August",0.353146667,3.46222931370968,20.98279781,0.706293334,1.412586669,0.90057511411914,2.40051468179652
"9","September",0.279574445,1.33604812928531,26.69200226,0.353146667,0.367861112,0.371565229176584,0.751215405014877
"10","October",0.014714444,4.11038174824355,540.7999775,0.353146667,0.353146667,0.212944828269318,0.778929828943093
"11","November",0.029428889,9.12969960740267,1171.210922,0.353146667,0.55914889,0.308274131166905,1.71664671768983
"12","December",0.191287778,126.795227238164,2746.171485,0.721007779,5.885777787,1.67820468801437,34.2064334855363
