"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.765733336,1081.17674573448,15668.77919,30.082945993,284.18742325,67.1029537737243,583.610508465607
"2","February",2.472026671,1010.39984989429,13725.4278,202.69809404,402.484199475,1687.71592102936,8323.5922962247
"3","March",128.3982424,1116.89484603911,17480.74531,257.265139895,573.528580625,340.048208649918,812.653577862488
"4","April",83.40147124,803.991410077889,7805.394783,254.495145765,451.420763225,287.59836445154,676.19376084317
"5","May",39.37585339,558.033389593737,4897.849985,79.702259897,231.804000925,131.139983307011,428.63403701241
"6","June",12.52199224,228.950866416125,1556.891226,30.3912136035,58.191949255,35.8791978741346,112.133464145828
"7","July",4.340761118,47.4089835627312,448.5551251,8.5660138466,15.89160002,10.3559512794509,26.5022073743303
"8","August",1.765733336,11.0577198280672,191.0964903,3.178320005,4.944053341,3.62932698105385,7.83938709926961
"9","September",1.368443335,6.70709088697222,386.3865973,1.765733336,2.472026671,1.46596789483413,2.23292416956029
"10","October",1.059440002,47.4295413534839,4889.815899,1.0807759461,1.765733336,1.21008328285578,2.56184230184154
"11","November",1.059440002,99.2710868368551,6884.373561,1.412586669,3.402715283,1.71724291265232,8.18789307611025
"12","December",1.412586669,786.39618294237,16451.79364,4.237760007,34.01979561,11.4541787656881,250.285308130911
