feature_id,gages
8020562,
8020536,
8020508,
8021378,
8020472,
8020468,
8020462,
8020434,
8020428,
8021348,
8020924,11383500
8020898,
8020894,
8020882,
8020864,
8021392,
8020832,
8020838,
8020840,
8020836,
8020826,
8020820,
8020808,
8020804,
8020802,
8020760,
8020726,
8020716,
8020688,
8020670,
8020630,
8020620,
8020612,
8020598,
8020610,
8020614,
8020584,
