"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",3.531466621,38.043915141668,379.6915196,7.83397012145,20.99383334,12.5284828333904,31.8057213632492
"2","February",6.386068807,33.3891752332375,382.1341173,14.058180043,19.9012858525,15.7680992046174,28.4037546320321
"3","March",6.003493256,31.5125160263481,190.6109109,12.5058061705,19.3531728075,14.3547997288981,26.9849455402956
"4","April",4.237759946,27.0657952101764,209.4012562,7.76628367815,13.9125070475,9.26635058180383,21.0562048411148
"5","May",1.765733311,20.2019952293562,270.6869165,4.39373305455,9.48713793375,5.65396350442817,14.4723351504886
"6","June",0.706293324,12.1317508795333,145.7465703,1.765733311,4.263510223,2.34897967766144,7.20848558583877
"7","July",0.353146662,8.80382424174462,329.3386913,1.059439986,2.472026635,1.39373366454433,4.69075387689837
"8","August",0.353146662,5.33975747042339,206.7379418,0.40832582815,2.0894510845,0.913489784521081,3.2961411026447
"9","September",0.353146662,7.82229331823194,215.7726106,0.353146662,1.412586649,0.605753147753756,2.66241896167073
"10","October",0.353146662,10.2102978513992,159.1661435,0.353146662,0.732043602,0.521226914190995,4.17932866462096
"11","November",0.353146662,15.1701538894884,237.4322725,0.706293324,3.178319959,1.13578431873031,8.39932335170012
"12","December",0.706293324,32.1405994278906,673.4801136,2.118879973,14.05229426,4.8991661080528,21.2204333835634
