"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",4.94405327,134.722035492101,939.9439846,17.2313499485,79.722858975,36.3038768712415,112.251051666301
"2","February",15.55316758,120.95298431851,1619.515878,45.345502858,68.447916065,52.3888444695709,102.016389466585
"3","March",23.98454414,109.257256739691,488.5489782,43.5760909395,69.4080335525,52.2640503144158,95.4365449248662
"4","April",15.28830758,89.9415463138889,845.1829636,30.6340014955,49.0358854825,33.9529159423831,72.4044311133025
"5","May",3.178319959,58.3468492294973,502.2628402,11.097633854,26.3535696625,14.8376942831883,42.9222793463067
"6","June",0.353146662,30.4423458590333,542.168413,1.8679986978,8.16651656175,3.16523953598754,14.8937821614266
"7","July",0.014714444,20.6918627434345,2151.51661,0.426718883,2.472026635,0.87965041687067,6.48799386043741
"8","August",0.014714444,10.5186652910535,453.3520275,0.353146662,1.751018866,0.547524058146203,4.07119121234784
"9","September",0.014714444,16.6809106442332,497.0244981,0.353146662,1.412586649,0.528752818411557,4.7590730623169
"10","October",0.014714444,32.9895853360632,433.6052433,0.353146662,2.472026635,0.777383425366996,13.4705301376267
"11","November",0.029428889,47.9567576114477,419.4058046,0.353146662,10.175038205,1.92031413427456,26.1695367544715
"12","December",0.412004439,109.370921974157,2009.330935,2.7251150762,45.14391498,10.3316970640345,67.3563310835671
