"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",5.650346594,66.2390611485578,659.5896782,12.793473554,36.9626839675,21.0247279274464,55.2422223715148
"2","February",9.88810654,58.2958955698378,673.8185458,24.297226077,34.1007245625,27.1396850374668,49.6699863107904
"3","March",10.40311209,54.8101433737097,327.2639547,21.5191389995,33.53421846,24.9347812393142,46.9589478148109
"4","April",7.062933243,46.6208494489986,373.0258763,13.270221549,23.973508305,15.9038044838104,36.2808916858176
"5","May",2.472026635,34.0485893295323,452.9400231,7.0106969658,15.4280948,9.13963940879222,24.1620777376892
"6","June",0.706293324,20.1214711638931,255.6193256,2.7096649094,6.739215469,3.4791904585112,11.6098382915636
"7","July",0.706293324,14.5729957267876,594.2281168,1.412586649,3.78529078475,2.01947561038878,7.3926678563088
"8","August",0.353146662,8.76204701473118,360.1801665,0.706293324,3.045889961,1.31232194895048,5.1339775081032
"9","September",0.353146662,13.0442080596139,375.497903,0.353146662,2.04162914,0.766728488374727,4.26500732369365
"10","October",0.353146662,17.5507432830685,284.2683486,0.353146662,1.3647647045,0.761579687525768,7.06241532042266
"11","November",0.353146662,26.0752010683043,393.1258072,0.71953632405,5.650346594,1.72500238529231,14.2649234856958
"12","December",1.309585539,55.6242877452511,1163.838968,3.3048641796,24.10225969,7.95551184497576,36.3502765323623
