Number,USGS_ID,COM_ID,Min_Dis_Jan,Min_Dis_Feb,Min_Dis_Mar,Min_Dis_Apr,Min_Dis_May,Min_Dis_Jun,Min_Dis_Jul,Min_Dis_Aug,Min_Dis_Sep,Min_Dis_Oct,Min_Dis_Nov,Min_Dis_Dec,Max_Dis_Jan,Max_Dis_Feb,Max_Dis_Mar,Max_Dis_Apr,Max_Dis_May,Max_Dis_Jun,Max_Dis_Jul,Max_Dis_Aug,Max_Dis_Sep,Max_Dis_Oct,Max_Dis_Nov,Max_Dis_Dec,Ave_Dis_Jan,Ave_Dis_Feb,Ave_Dis_Mar,Ave_Dis_Apr,Ave_Dis_May,Ave_Dis_Jun,Ave_Dis_Jul,Ave_Dis_Aug,Ave_Dis_Sep,Ave_Dis_Oct,Ave_Dis_Nov,Ave_Dis_Dec,Min_Temp_Jan,Min_Temp_Feb,Min_Temp_Mar,Min_Temp_Apr,Min_Temp_May,Min_Temp_Jun,Min_Temp_Jul,Min_Temp_Aug,Min_Temp_Sep,Min_Temp_Oct,Min_Temp_Nov,Min_Temp_Dec,Max_Temp_Jan,Max_Temp_Feb,Max_Temp_Mar,Max_Temp_Apr,Max_Temp_May,Max_Temp_Jun,Max_Temp_Jul,Max_Temp_Aug,Max_Temp_Sep,Max_Temp_Oct,Max_Temp_Nov,Max_Temp_Dec,Ave_Temp_Jan,Ave_Temp_Feb,Ave_Temp_Mar,Ave_Temp_Apr,Ave_Temp_May,Ave_Temp_Jun,Ave_Temp_Jul,Ave_Temp_Aug,Ave_Temp_Sep,Ave_Temp_Oct,Ave_Temp_Nov,Ave_Temp_Dec,Min_Do_Jan,Min_Do_Feb,Min_Do_Mar,Min_Do_Apr,Min_Do_May,Min_Do_Jun,Min_Do_Jul,Min_Do_Aug,Min_Do_Sep,Min_Do_Oct,Min_Do_Nov,Min_Do_Dec,Max_Do_Jan,Max_Do_Feb,Max_Do_Mar,Max_Do_Apr,Max_Do_May,Max_Do_Jun,Max_Do_Jul,Max_Do_Aug,Max_Do_Sep,Max_Do_Oct,Max_Do_Nov,Max_Do_Dec,Ave_Do_Jan,Ave_Do_Feb,Ave_Do_Mar,Ave_Do_Apr,Ave_Do_May,Ave_Do_Jun,Ave_Do_Jul,Ave_Do_Aug,Ave_Do_Sep,Ave_Do_Oct,Ave_Do_Nov,Ave_Do_Dec,Base_Dis_5%,Base_Dis_25%,Dis_Avail_Data_%,Temp_Avail_Data_%,DO_Avail_Data_%,HDI
207,11098000,99999,0.43,0.87,0.7,0.32,0.25,0.18,0.02,0.01,0,0.02,0.12,0.22,2010,1530,368,137,232,40,63.2,7,5.5,300,32.5,518,30.87482527,34.67768437,19.96520161,11.28155556,7.786908602,3.668097222,2.089045699,1.085483871,0.910069444,1.844274194,1.639521739,7.168218794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.49,100,0,0,10
208,11098500,99999,0.43,0.87,0.7,0.32,0.25,0.18,0.02,0.01,0,0.02,0.12,0.22,2010,1530,368,137,232,40,63.2,7,5.5,300,32.5,518,30.87482527,34.67768437,19.96520161,11.28155556,7.786908602,3.668097222,2.089045699,1.085483871,0.910069444,1.844274194,1.639521739,7.168218794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.49,100,0,0,32
209,11100000,99999,0.43,0.87,0.7,0.32,0.25,0.18,0.02,0.01,0,0.02,0.12,0.22,2010,1530,368,137,232,40,63.2,7,5.5,300,32.5,518,30.87482527,34.67768437,19.96520161,11.28155556,7.786908602,3.668097222,2.089045699,1.085483871,0.910069444,1.844274194,1.639521739,7.168218794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.49,100,0,0,9
210,11101250,99999,0.07,0.07,0.09,0.04,0.01,0.03,0,0.02,0.03,0.09,0.16,0.1,7510,4590,2840,1090,1670,881,433,166,870,2310,1250,2980,142.2908737,165.825708,98.47853495,38.43911111,27.68086022,28.79755556,15.1083871,6.548064516,14.23163889,25.82153226,30.74484058,58.61215989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.79,100,0,0,32
211,11101500,99999,0.07,0.07,0.09,0.04,0.01,0.03,0,0.02,0.03,0.09,0.16,0.1,7510,4590,2840,1090,1670,881,433,166,870,2310,1250,2980,142.2908737,165.825708,98.47853495,38.43911111,27.68086022,28.79755556,15.1083871,6.548064516,14.23163889,25.82153226,30.74484058,58.61215989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.79,100,0,0,32
212,11102000,99999,0.07,0.07,0.09,0.04,0.01,0.03,0,0.02,0.03,0.09,0.16,0.1,7510,4590,2840,1090,1670,881,433,166,870,2310,1250,2980,142.2908737,165.825708,98.47853495,38.43911111,27.68086022,28.79755556,15.1083871,6.548064516,14.23163889,25.82153226,30.74484058,58.61215989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.79,100,0,0,35
213,11102300,99999,0,0,0,0,0,0,0,0,0,0,0,0,19600,19200,5460,1220,3210,1710,370,340,764,4090,2200,11000,399.5853898,448.4963864,193.4099462,95.22333333,67.55323925,71.11183333,39.99685484,32.7543414,29.28572222,60.0554878,93.58973913,180.4532679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,100,0,0,37
214,11102500,99999,0,0,0,0,0,0,0,0,0,0,0,0,19600,19200,5460,1220,3210,1710,370,340,764,4090,2200,11000,399.5853898,448.4963864,193.4099462,95.22333333,67.55323925,71.11183333,39.99685484,32.7543414,29.28572222,60.0554878,93.58973913,180.4532679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,100,0,0,36
215,11103000,99999,0,0,0,0,0,0,0,0,0,0,0,0,19600,19200,5460,1220,3210,1710,370,340,764,4090,2200,11000,399.5853898,448.4963864,193.4099462,95.22333333,67.55323925,71.11183333,39.99685484,32.7543414,29.28572222,60.0554878,93.58973913,180.4532679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,100,0,0,35
216,11103500,99999,0,0,0,0,0,0,0,0,0,0,0,0,19600,19200,5460,1220,3210,1710,370,340,764,4090,2200,11000,399.5853898,448.4963864,193.4099462,95.22333333,67.55323925,71.11183333,39.99685484,32.7543414,29.28572222,60.0554878,93.58973913,180.4532679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,100,0,0,31
217,11104000,99999,0,0,0,0,0,0,0,0,0,0,0,0,19600,19200,5460,1220,3210,1710,370,340,764,4090,2200,11000,399.5853898,448.4963864,193.4099462,95.22333333,67.55323925,71.11183333,39.99685484,32.7543414,29.28572222,60.0554878,93.58973913,180.4532679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,100,0,0,16
218,11105500,99999,0,0,0,0,0,0,0,0,0,0,0,0,19600,19200,5460,1220,3210,1710,370,340,764,4090,2200,11000,399.5853898,448.4963864,193.4099462,95.22333333,67.55323925,71.11183333,39.99685484,32.7543414,29.28572222,60.0554878,93.58973913,180.4532679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,100,0,0,34
219,11105510,99999,4.63,5.2,5.52,4.57,0.37,0,0,0,0,0,0,2.04,3010,886,2630,411,30.6,9.25,1.94,0.78,0.23,58.6,85,939,121.3154194,73.99084507,67.56954839,25.5584,7.169354839,2.240933333,0.308129032,0.056774194,0.043066667,1.606973684,8.129666667,45.28733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,0
220,11105850,99999,4.63,5.2,5.52,4.57,0.37,0,0,0,0,0,0,2.04,3010,886,2630,411,30.6,9.25,1.94,0.78,0.23,58.6,85,939,121.3154194,73.99084507,67.56954839,25.5584,7.169354839,2.240933333,0.308129032,0.056774194,0.043066667,1.606973684,8.129666667,45.28733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,23
221,11106550,99999,3.35,2.42,3.41,4.38,0.75,1.64,1.33,1.22,0.85,0.76,2.24,2.22,8770,6740,4940,1010,589,45,148,29,148,1860,1230,3730,108.4070323,172.3603717,72.58722581,33.8231,20.71416129,15.01406667,12.64651613,11.03585484,11.23416667,24.95890937,25.86643333,75.47145161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.475,9.29,100,0,0,30
222,11107745,99999,0,0,0,0,0,0,0,0,0,0,0,0,1620,1010,182,80,33,17,8.4,2.6,1.5,6.6,0,522,74.53763441,55.24971429,26.52991935,11.6575,6.474677419,3.101166667,1.356451613,0.495967742,0.320168067,0.137741935,0,8.204516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,13
223,11108134,99999,0,0,0,0,0,0,0,0,0,0,0,0,6790,4720,1000,406,200,120,54,53,46.5,7,26,105,30.0233871,56.03539823,40.38967742,37.0325,17.43467742,8.483,4.701612903,2.141935484,0.634166667,0.329563813,0.83,2.198387097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,0
224,11108145,99999,0,0,0,0,0,0,0,0,0,0,0,0,6790,4720,1000,406,200,120,54,53,46.5,7,26,105,30.0233871,56.03539823,40.38967742,37.0325,17.43467742,8.483,4.701612903,2.141935484,0.634166667,0.329563813,0.83,2.198387097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,30
225,11108500,99999,33,27,47,42,37,23,17,19,17,9.8,25,28,6150,5000,935,639,95,88,55,54,55,71,55,126,346.4435484,279.6725664,230.0403226,115.6083333,64.5,40.875,32.2016129,32.29032258,31.53333333,31.62631579,39.34444444,58.01075269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,32,100,0,0,31
226,11109000,99999,10.8,13,10.3,10.2,8.39,3.65,2.02,2.79,3.24,6.21,9,10,16700,12000,2740,1200,2150,181,115,74,249,894,316,2900,146.9540323,263.3019469,134.9524194,80.63316667,74.41508065,42.47423333,26.86945161,24.57196774,26.85861667,38.26992308,41.80783333,78.06516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,25.6,100,0,0,0
227,11109395,99999,2,2.2,1.7,2,1.4,0.82,1,1.2,0.98,1.1,2,1.9,181,473,125,16,8.8,4.5,12,4.4,4,11,12,1060,5.310445469,6.804047218,4.447311828,3.397619048,2.848694316,2.265015873,2.026728111,2.050384025,2.166634921,2.654193548,3.058033333,5.36483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.2,100,0,0,0
228,11109525,99999,3,5,5,4,3,2,1.9,1.4,0,1,2,2.5,5490,6000,2610,1670,145,60,52,53,63,99,106,525,81.74120235,112.9552335,83.59002933,56.81409091,28.75483871,21.96515152,19.20410557,17.24530792,15.6669697,14.14984615,22.79809524,24.22995392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,6.1,100,0,0,0
229,11109600,99999,3.14,6.7,4.39,1.76,0.87,0,0,0,0,0,0,1.35,9020,15000,5030,2980,238,92,62.7,47.8,72,170,143,1460,155.5573387,239.0868732,149.8327957,86.54376389,41.56729839,25.58831944,19.27723118,15.58252688,14.09709722,13.98147849,27.29098551,39.40001403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.76,100,0,0,17
230,11109800,99999,0,0,0,0,0,2.8,0,0,2.28,2.76,2.59,3.84,249,306,495,484,279,115,241,248,560,650,441,174,13.83860215,21.3180236,35.3513172,31.09458333,26.70111559,21.62827778,20.37413978,42.30693548,192.6294444,183.2364516,53.87353623,17.2700561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,5.49,100,0,0,20
231,11110500,99999,0,0,0,0,0,2.8,0,0,2.28,2.76,2.59,3.84,249,306,495,484,279,115,241,248,560,650,441,174,13.83860215,21.3180236,35.3513172,31.09458333,26.70111559,21.62827778,20.37413978,42.30693548,192.6294444,183.2364516,53.87353623,17.2700561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,5.49,100,0,0,7
232,11111500,99999,0.11,0.18,0.54,0.34,0.16,0.02,0,0,0,0,0.06,0.06,3650,3600,1970,1500,178,21,12,5.8,2.8,32,8.88,1060,72.71517827,68.8844879,45.8059253,22.48564912,7.475348048,3.110947368,1.427096774,0.678743633,0.500439367,0.953106961,1.263074074,9.044892473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.34,100,0,0,8
233,11113000,99999,3.3,4.17,8.31,5.09,2.2,0.49,0.09,0.28,0.41,0.39,0.51,2.2,39700,21700,15700,18400,2700,243,130,65,44,1930,461,7950,494.9911692,506.1805231,297.5864937,163.0379275,67.8887237,28.51537681,12.94625526,7.616493689,6.124637681,16.71646505,14.92737681,105.0247546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,4.19,100,0,0,7
234,11113500,99999,0.75,0.7,1.36,0.74,0.51,0.14,0.03,0.03,0.02,0.01,0.2,0.35,7560,2500,3610,1480,330,30,20,27,10,528,56,1080,94.22761571,75.23487692,67.26841515,30.02405797,13.74897616,8.060434783,5.504025245,3.549915849,2.866710145,5.630392707,4.853939394,14.90294721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,2.25,100,0,0,9
235,11114000,99999,0,0,0,0,0,0,0,0,0,0,0,0,16400,60000,23000,3480,4900,340,170,37,19,2060,600,9750,428.627129,1569.485618,632.3529032,308.6666667,150.4653226,46.22823333,16.52841935,2.400645161,1.988829431,13.38383513,17.3787037,92.59992832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,24
236,11114495,99999,0.55,0.65,1.5,1.51,0.95,0.36,0.03,0.11,0.06,0.02,0.11,0.25,5950,5940,2350,1410,66.6,38,19.7,12.9,7.01,22.8,11.7,1170,104.9206948,75.47657068,48.77248848,37.43369565,12.60940447,6.865487179,3.93280397,2.880545906,1.718461538,1.994792627,2.623307692,18.42409429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,1.07,100,0,0,0
237,11114500,99999,0.55,0.65,1.5,1.51,0.95,0.36,0.03,0.11,0.06,0.02,0.11,0.25,5950,5940,2350,1410,66.6,38,19.7,12.9,7.01,22.8,11.7,1170,104.9206948,75.47657068,48.77248848,37.43369565,12.60940447,6.865487179,3.93280397,2.880545906,1.718461538,1.994792627,2.623307692,18.42409429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,1.07,100,0,0,7
238,11115500,99999,0.55,0.65,1.5,1.51,0.95,0.36,0.03,0.11,0.06,0.02,0.11,0.25,5950,5940,2350,1410,66.6,38,19.7,12.9,7.01,22.8,11.7,1170,104.9206948,75.47657068,48.77248848,37.43369565,12.60940447,6.865487179,3.93280397,2.880545906,1.718461538,1.994792627,2.623307692,18.42409429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,1.07,100,0,0,14
239,11116000,99999,0.55,0.65,1.5,1.51,0.95,0.36,0.03,0.11,0.06,0.02,0.11,0.25,5950,5940,2350,1410,66.6,38,19.7,12.9,7.01,22.8,11.7,1170,104.9206948,75.47657068,48.77248848,37.43369565,12.60940447,6.865487179,3.93280397,2.880545906,1.718461538,1.994792627,2.623307692,18.42409429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,1.07,100,0,0,8
