,parm_cd,agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd,data_type_cd,stat_cd,ts_id,loc_web_ds,medium_grp_cd,parm_grp_cd,srs_id,access_cd,begin_date,end_date,count_nu,parameter_group_nm,parameter_nm,casrn,srsname,parameter_units
5125,10,USGS,11447890,SACRAMENTO R AB DELTA CROSS CHANNEL CA,ST,38.25769218,-121.5182865,S,NAD83,0,0.1,NAVD88,18020108,uv,NA,15820,BGC PROJECT,wat,NA,1645597,0,8/22/2013,7/8/2017,1416,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
5390,10,USGS,11162753,SAN MATEO C BL LO CRYSTAL SP RES NR SAN MATEO CA,ST,37.52944444,-122.3583333,S,NAD83,160,12,NGVD29,18050004,dv,1,8827,NA,wat,NA,1645597,0,9/11/2008,7/8/2017,3153,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
5448,10,USGS,11276600,TUOLUMNE R AB EARLY INTAKE NR MATHER CA,ST,37.87936848,-119.947126,F,NAD83,NA,NA,NA,18040009,dv,2,9642,NA,wat,NA,1645597,0,10/1/1971,7/8/2017,10926,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
5757,10,USGS,11262900,MUD SLOUGH NR GUSTINE CA,ST,37.26244,-120.9065908,S,NAD83,25,10,NGVD29,18040001,uv,NA,14986,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6086,10,USGS,11133000,SANTA YNEZ R A NARROWS NR LOMPOC CA,ST,34.63609474,-120.424606,F,NAD83,NA,NA,NA,18060010,uv,NA,14524,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6166,10,USGS,11468900,MATTOLE R NR ETTERSBURG CA,ST,40.139309,-123.991423,S,NAD83,578.93,0.01,NGVD29,18010107,uv,NA,16482,NA,wat,NA,1645597,0,10/10/2007,7/8/2017,3559,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6201,10,USGS,11173500,CALAVERAS C NR SUNOL CA,ST,37.50194444,-121.8183333,S,NAD83,475,20,NGVD29,18050004,dv,1,8925,NA,wat,NA,1645597,0,10/1/2008,7/8/2017,3200,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6221,10,USGS,11446030,SF AMERICAN R NR PILOT HILL CA,ST,38.76295708,-121.0082763,S,NAD83,440,10,NGVD29,18020129,uv,NA,15707,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6250,10,USGS,11302500,STANISLAUS R A OAKDALE CA,ST,37.77715006,-120.852988,F,NAD83,NA,NA,NA,18040002,dv,1,9826,NA,wat,NA,1645597,0,8/28/1985,7/8/2017,10919,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6333,10,USGS,10343500,SAGEHEN C NR TRUCKEE CA,ST,39.43157246,-120.2379793,F,NAD83,6320,17,NGVD29,16050102,dv,1,7644,NA,wat,NA,1645597,0,10/1/1969,7/8/2017,7647,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6389,10,USGS,11044000,SANTA MARGARITA R NR TEMECULA CA,ST,33.4739175,-117.1422536,F,NAD83,950,17,NGVD29,18070302,dv,1,7811,NA,wat,NA,1645597,0,12/15/1999,7/8/2017,5754,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6474,10,USGS,11172945,ALAMEDA C AB DIV DAM NR SUNOL CA,ST,37.4974356,-121.7735644,S,NAD83,930,20,NGVD29,18050004,dv,2,8914,NA,wat,NA,1645597,0,10/1/2008,7/8/2017,2654,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6636,10,USGS,11173575,ALAMEDA C BL WELCH C NR SUNOL CA,ST,37.5404908,-121.856345,S,NAD83,300,20,NGVD29,18050004,dv,1,8935,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3514,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6650,10,USGS,11251000,SAN JOAQUIN R BL FRIANT CA,ST,36.98439397,-119.7243124,F,NAD83,294,17,NGVD29,18040001,dv,2,9429,NA,wat,NA,1645597,0,5/8/2004,7/8/2017,4760,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6709,10,USGS,11455420,SACRAMENTO R A RIO VISTA CA,ST,38.14904444,-121.6889444,S,NAD83,0,0.1,NAVD88,18020109,uv,NA,16194,NA,wat,NA,1645597,0,1/1/2010,7/8/2017,2745,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6829,10,USGS,10265150,HOT C A FLUME NR MAMMOTH LAKES CA,ST,37.66882166,-118.8176312,F,NAD83,6950,5,NGVD29,18090102,dv,1,7377,NA,wat,NA,1645597,0,7/7/1983,7/8/2017,7220,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6851,10,USGS,11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,ST,37.73131496,-119.5590514,S,NAD83,4030,20,NGVD29,18040008,uv,NA,14991,LEFT BANK WATER TEMP,wat,NA,1645597,0,3/23/2012,7/8/2017,1933,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6864,10,USGS,10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,ST,34.57304916,-117.3206018,F,NAD83,2643.01,17,NGVD29,18090208,dv,1,7310,NA,wat,NA,1645597,0,3/17/1962,7/8/2017,6031,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
6909,10,USGS,11276500,TUOLUMNE R NR HETCH HETCHY CA,ST,37.93742147,-119.7982326,F,NAD83,3430,17,NGVD29,18040009,uv,NA,15051,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
7034,10,USGS,11453000,YOLO BYPASS NR WOODLAND CA,ST,38.6776817,-121.6441266,F,NAD83,NA,NA,NA,18020109,uv,NA,15928,NA,wat,NA,1645597,0,9/18/2014,7/8/2017,1024,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
7357,10,USGS,11203580,SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA,ST,36.04828125,-118.6542556,S,NAD83,3700,20,NGVD29,18030006,uv,NA,14920,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
7441,10,USGS,11261100,SALT SLOUGH A HWY 165 NR STEVINSON CA,ST,37.24771864,-120.8521446,S,NAD83,75.11,0.01,NGVD29,18040001,uv,NA,14973,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
7470,10,USGS,10336645,GENERAL C NR MEEKS BAY CA,ST,39.05185197,-120.1185209,F,NAD83,NA,NA,NA,16050101,dv,1,7501,NA,wat,NA,1645597,0,10/22/1980,7/8/2017,2051,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
7898,10,USGS,11433790,NF AMERICAN R A AUBURN DAM SITE NR AUBURN CA,ST,38.8829546,-121.0630007,S,NAD83,680,10,NGVD29,18020128,uv,NA,15704,NA,wat,NA,1645597,0,10/19/2007,7/8/2017,3550,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
8098,10,USGS,11162620,PILARCITOS C BL STONE DAM NR HILLSBOROUGH CA,ST,37.52466087,-122.3994177,S,NAD83,500,12,NGVD29,18050006,dv,1,8809,NA,wat,NA,1645597,0,9/30/2008,7/8/2017,3202,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
8184,10,USGS,11133000,SANTA YNEZ R A NARROWS NR LOMPOC CA,ST,34.63609474,-120.424606,F,NAD83,NA,NA,NA,18060010,dv,1,8561,NA,wat,NA,1645597,0,10/1/1998,7/8/2017,3942,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
8208,10,USGS,11273400,SAN JOAQUIN R AB MERCED R NR NEWMAN CA,ST,37.3472151,-120.9761777,F,NAD83,60,2.5,NGVD29,18040002,uv,NA,15004,NA,wat,NA,1645597,0,8/29/2009,7/8/2017,2870,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
8482,10,USGS,11455146,LIBERTY CUT A LITTLE HOLLAND TRACT NR COURTLAND CA,ST,38.32885,-121.6675306,S,NAD83,0,2.5,NGVD29,18020109,uv,NA,16007,BGC PROJECT,wat,NA,1645597,0,1/31/2014,7/8/2017,1254,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
8566,10,USGS,10336645,GENERAL C NR MEEKS BAY CA,ST,39.05185197,-120.1185209,F,NAD83,NA,NA,NA,16050101,dv,2,7502,NA,wat,NA,1645597,0,10/22/1980,7/8/2017,2051,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
8628,10,USGS,10336676,WARD C AT HWY 89 NR TAHOE PINES CA,ST,39.1321292,-120.1576913,F,NAD83,NA,NA,NA,16050101,uv,NA,13848,NA,wat,NA,1645597,0,1/15/2015,7/8/2017,905,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
8675,10,USGS,11179000,ALAMEDA C NR NILES CA,ST,37.58715679,-121.960793,F,NAD83,85.65,0.01,NGVD29,18050004,uv,NA,14848,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
8678,10,USGS,11355500,HAT C NR HAT CREEK CA,ST,40.6891111,-121.4228056,S,NAD83,4290,20,NGVD29,18020003,uv,NA,15598,NA,wat,NA,1645597,0,11/14/2016,7/8/2017,236,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
8736,10,USGS,11530000,TRINITY R A HOOPA CA,ST,41.049852,-123.673668,F,NAD83,274.82,0.01,NGVD29,18010211,dv,2,11968,NA,wat,NA,1645597,0,2/28/1964,7/8/2017,11537,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
8792,10,USGS,11203580,SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA,ST,36.04828125,-118.6542556,S,NAD83,3700,20,NGVD29,18030006,dv,2,9193,NA,wat,NA,1645597,0,1/25/2006,7/8/2017,4018,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
8872,10,USGS,11278400,CHERRY C BL DION R HOLM PH NR MATHER CA,ST,37.8902017,-119.9699046,F,NAD83,NA,NA,NA,18040009,uv,NA,15096,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9000,10,USGS,10260500,DEEP C NR HESPERIA CA,ST,34.34305858,-117.2264316,F,NAD83,3030,20,NGVD29,18090208,dv,1,7272,NA,wat,NA,1645597,0,12/1/2006,7/8/2017,3499,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9099,10,USGS,11276600,TUOLUMNE R AB EARLY INTAKE NR MATHER CA,ST,37.87936848,-119.947126,F,NAD83,NA,NA,NA,18040009,dv,1,9641,NA,wat,NA,1645597,0,10/1/1971,7/8/2017,10924,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9139,10,USGS,11276900,TUOLUMNE R BL EARLY INTAKE NR MATHER CA,ST,37.8815908,-119.9701824,F,NAD83,NA,NA,NA,18040009,uv,NA,15065,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9218,10,USGS,11475610,CAHTO C NR LAYTONVILLE CA,ST,39.6715454,-123.4983497,S,NAD83,1650,20,NGVD29,18010106,uv,NA,16508,NA,wat,NA,1645597,0,10/8/2007,7/8/2017,3561,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9291,10,USGS,11302500,STANISLAUS R A OAKDALE CA,ST,37.77715006,-120.852988,F,NAD83,NA,NA,NA,18040002,dv,2,9827,NA,wat,NA,1645597,0,8/28/1985,7/8/2017,10927,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9301,10,USGS,11074000,SANTA ANA R BL PRADO DAM CA,ST,33.88334875,-117.6453296,F,NAD83,449,10,NGVD29,18070203,dv,2,8181,NA,wat,NA,1645597,0,2/2/1968,7/8/2017,16219,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9325,10,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83,355.98,0.01,NGVD29,18010209,uv,NA,16582,NA,wat,NA,1645597,0,6/1/2013,7/8/2017,1498,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9520,10,USGS,11262900,MUD SLOUGH NR GUSTINE CA,ST,37.26244,-120.9065908,S,NAD83,25,10,NGVD29,18040001,dv,1,9519,NA,wat,NA,1645597,0,11/6/1985,7/8/2017,10871,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9596,10,USGS,11383500,DEER C NR VINA CA,ST,40.01404745,-121.9483181,F,NAD83,479.2,0.01,NGVD29,18020103,dv,1,10309,NA,wat,NA,1645597,0,10/5/1998,7/8/2017,6671,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9734,10,USGS,11290000,TUOLUMNE R A MODESTO CA,ST,37.627153,-120.9843777,1,NAD83,60,2.5,NGVD29,18040002,uv,NA,15131,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9778,10,USGS,11172945,ALAMEDA C AB DIV DAM NR SUNOL CA,ST,37.4974356,-121.7735644,S,NAD83,930,20,NGVD29,18050004,uv,NA,14788,NA,wat,NA,1645597,0,10/1/2008,7/8/2017,3202,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9799,10,USGS,11173200,ARROYO HONDO NR SAN JOSE CA,ST,37.46160337,-121.769397,F,NAD83,783.86,0.01,NGVD29,18050004,dv,2,8920,NA,wat,NA,1645597,0,9/6/2008,7/8/2017,3174,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9886,10,USGS,11262900,MUD SLOUGH NR GUSTINE CA,ST,37.26244,-120.9065908,S,NAD83,25,10,NGVD29,18040001,dv,2,9520,NA,wat,NA,1645597,0,11/6/1985,7/8/2017,10868,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9929,10,USGS,11251000,SAN JOAQUIN R BL FRIANT CA,ST,36.98439397,-119.7243124,F,NAD83,294,17,NGVD29,18040001,dv,1,9428,NA,wat,NA,1645597,0,5/8/2004,7/8/2017,4764,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
9942,10,USGS,11278400,CHERRY C BL DION R HOLM PH NR MATHER CA,ST,37.8902017,-119.9699046,F,NAD83,NA,NA,NA,18040009,dv,2,9670,NA,wat,NA,1645597,0,5/26/2006,7/8/2017,3969,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10025,10,USGS,11174000,SAN ANTONIO C NR SUNOL CA,ST,37.577434,-121.857734,S,NAD83,271.56,0.01,NGVD29,18050004,dv,2,8942,NA,wat,NA,1645597,0,10/1/2008,7/8/2017,2378,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10047,10,USGS,10336645,GENERAL C NR MEEKS BAY CA,ST,39.05185197,-120.1185209,F,NAD83,NA,NA,NA,16050101,uv,NA,13828,NA,wat,NA,1645597,0,1/15/2015,7/8/2017,905,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10266,10,USGS,11254000,SAN JOAQUIN R NR MENDOTA CA,ST,36.8105046,-120.3782256,S,NAD83,140.53,0.01,NGVD29,18040001,dv,1,9444,NA,wat,NA,1645597,0,1/24/2013,7/8/2017,1625,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10319,10,USGS,11313460,SAN JOAQUIN R A PRISONERS PT NR TERMINOUS CA,ST,38.05944444,-121.5572222,5,NAD83,NA,NA,NA,18040003,uv,NA,15439,NA,wat,NA,1645597,0,10/1/2010,7/8/2017,2472,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10351,10,USGS,11299997,STANISLAUS R BL TULLOCH PP NR KNIGHTS FERRY CA,ST,37.87603788,-120.6052025,F,NAD83,NA,NA,NA,18040010,uv,NA,15153,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10404,10,USGS,11381500,MILL C NR LOS MOLINOS CA,ST,40.0546022,-122.0241541,F,NAD83,385,17,NGVD29,18020103,dv,2,10286,NA,wat,NA,1645597,0,10/5/1998,7/8/2017,6820,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10515,10,USGS,10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,ST,34.57304916,-117.3206018,F,NAD83,2643.01,17,NGVD29,18090208,dv,2,7311,NA,wat,NA,1645597,0,3/17/1962,7/8/2017,6029,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10703,10,USGS,10336676,WARD C AT HWY 89 NR TAHOE PINES CA,ST,39.1321292,-120.1576913,F,NAD83,NA,NA,NA,16050101,dv,1,7545,NA,wat,NA,1645597,0,10/24/1980,7/8/2017,1608,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10803,10,USGS,11176500,ARROYO VALLE NR LIVERMORE CA,ST,37.62326509,-121.7588418,F,NAD83,510.44,0.01,NGVD29,18050004,uv,NA,14835,NA,wat,NA,1645597,0,10/14/2011,7/8/2017,2094,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10894,10,USGS,11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,ST,36.61166667,-118.7016667,U,NAD83,7160,20,NGVD29,18030007,dv,2,9228,NA,wat,NA,1645597,0,10/1/2013,7/8/2017,1214,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10940,10,USGS,11446500,AMERICAN R A FAIR OAKS CA,ST,38.6354601,-121.2277262,F,NAD83,71.53,0.01,NGVD29,18020111,uv,NA,15713,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10945,10,USGS,11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,ST,36.61166667,-118.7016667,U,NAD83,7160,20,NGVD29,18030007,uv,NA,14934,NA,wat,NA,1645597,0,10/1/2013,7/8/2017,1376,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10979,10,USGS,11203580,SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA,ST,36.04828125,-118.6542556,S,NAD83,3700,20,NGVD29,18030006,dv,1,9192,NA,wat,NA,1645597,0,1/25/2006,7/8/2017,4019,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
11340,10,USGS,11261100,SALT SLOUGH A HWY 165 NR STEVINSON CA,ST,37.24771864,-120.8521446,S,NAD83,75.11,0.01,NGVD29,18040001,dv,2,9489,NA,wat,NA,1645597,0,9/10/1985,7/8/2017,11032,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
11390,10,USGS,11447650,SACRAMENTO R A FREEPORT CA,ST,38.45601954,-121.5013437,S,NAD83,NA,NA,NA,18020109,uv,NA,15760,"BGC PROJECT, [East Fender]",wat,NA,1645597,0,8/31/2013,7/8/2017,1407,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
11792,10,USGS,10336676,WARD C AT HWY 89 NR TAHOE PINES CA,ST,39.1321292,-120.1576913,F,NAD83,NA,NA,NA,16050101,dv,2,7546,NA,wat,NA,1645597,0,10/24/1980,7/8/2017,1608,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12038,10,USGS,11276900,TUOLUMNE R BL EARLY INTAKE NR MATHER CA,ST,37.8815908,-119.9701824,F,NAD83,NA,NA,NA,18040009,dv,2,9647,NA,wat,NA,1645597,0,6/2/2006,7/8/2017,3986,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12041,10,USGS,11261500,SAN JOAQUIN R A FREMONT FORD BRIDGE CA,ST,37.3099386,-120.9310369,S,NAD83,72.37,0.1,NAVD88,18040001,uv,NA,14979,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12099,10,USGS,11278000,ELEANOR C NR HETCH HETCHY CA,ST,37.969088,-119.882124,F,NAD83,4500,17,NGVD29,18040009,uv,NA,15084,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12126,10,USGS,11278300,CHERRY C NR EARLY INTAKE CA,ST,37.89436824,-119.962682,F,NAD83,2272,17,NGVD29,18040009,uv,NA,15091,NA,wat,NA,1645597,0,5/28/2008,7/8/2017,3328,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12205,10,USGS,11274538,ORESTIMBA CR AT RIVER RD NR CROWS LANDING CA,ST,37.41354657,-121.0160412,S,NAD83,65,2.5,NGVD29,18040002,uv,NA,15022,NA,wat,NA,1645597,0,10/3/2007,7/8/2017,3566,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12286,10,USGS,10260500,DEEP C NR HESPERIA CA,ST,34.34305858,-117.2264316,F,NAD83,3030,20,NGVD29,18090208,dv,2,7273,NA,wat,NA,1645597,0,12/1/2006,7/8/2017,3497,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12512,10,USGS,10340500,PROSSER C BL PROSSER C DAM NR TRUCKEE CA,ST,39.37324026,-120.131587,F,NAD83,5572.62,17,NGVD29,16050102,uv,NA,163254,New upstream site outlet,wat,NA,1645597,0,3/10/2017,7/8/2017,120,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12638,10,USGS,11463000,RUSSIAN R NR CLOVERDALE CA,ST,38.8793475,-123.0536124,F,NAD83,NA,NA,NA,18010110,uv,NA,16326,NA,wat,NA,1645597,0,7/21/2009,7/8/2017,2909,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12933,10,USGS,11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,ST,38.2422222,-121.686111,S,NAD83,NA,NA,NA,18020109,uv,NA,16123,BGC PROJECT,wat,NA,1645597,0,7/16/2013,7/8/2017,1453,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12952,10,USGS,11044000,SANTA MARGARITA R NR TEMECULA CA,ST,33.4739175,-117.1422536,F,NAD83,950,17,NGVD29,18070302,dv,2,7812,NA,wat,NA,1645597,0,12/15/1999,7/8/2017,5754,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13004,10,USGS,11530500,KLAMATH R NR KLAMATH CA,ST,41.5109543,-123.9795164,F,NAD83,NA,NA,NA,18010209,dv,2,11995,NA,wat,NA,1645597,0,9/30/2003,7/8/2017,5008,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13005,10,USGS,11530500,KLAMATH R NR KLAMATH CA,ST,41.5109543,-123.9795164,F,NAD83,NA,NA,NA,18010209,dv,1,11994,NA,wat,NA,1645597,0,9/30/2003,7/8/2017,5008,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13114,10,USGS,11303500,SAN JOAQUIN R NR VERNALIS CA,ST,37.6760406,-121.2663293,S,NAD83,25,2.5,NGVD29,18040002,dv,1,9837,NA,wat,NA,1645597,0,10/28/1961,7/8/2017,15922,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13123,10,USGS,11176900,ARROYO DE LA LAGUNA A VERONA CA,ST,37.62659915,-121.8830126,S,NAD83,280,20,NGVD29,18050004,dv,1,9000,NA,wat,NA,1645597,0,11/27/2003,7/8/2017,4792,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13222,10,USGS,11278400,CHERRY C BL DION R HOLM PH NR MATHER CA,ST,37.8902017,-119.9699046,F,NAD83,NA,NA,NA,18040009,dv,1,9669,NA,wat,NA,1645597,0,5/25/2006,7/8/2017,3975,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13305,10,USGS,11174000,SAN ANTONIO C NR SUNOL CA,ST,37.577434,-121.857734,S,NAD83,271.56,0.01,NGVD29,18050004,dv,1,8941,NA,wat,NA,1645597,0,10/1/2008,7/8/2017,2378,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13325,10,USGS,11174000,SAN ANTONIO C NR SUNOL CA,ST,37.577434,-121.857734,S,NAD83,271.56,0.01,NGVD29,18050004,uv,NA,14826,NA,wat,NA,1645597,0,10/1/2008,7/8/2017,3202,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13449,10,USGS,11274550,SAN JOAQUIN R NR CROWS LANDING CA,ST,37.43187949,-121.0138193,S,NAD83,45,2.5,NGVD29,18040002,uv,NA,15029,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13562,10,USGS,11126000,SANTA YNEZ R NR SANTA YNEZ CA,ST,34.5891552,-119.9887532,F,NAD83,545.66,0.05,NGVD29,18060010,dv,1,8510,NA,wat,NA,1645597,0,7/27/1994,7/8/2017,6179,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13687,10,USGS,11303000,STANISLAUS R A RIPON CA,ST,37.72965078,-121.1104934,S,NAD83,0.72,0.01,NGVD29,18040002,dv,2,9831,NA,wat,NA,1645597,0,7/1/1985,7/8/2017,9391,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13755,10,USGS,10265150,HOT C A FLUME NR MAMMOTH LAKES CA,ST,37.66882166,-118.8176312,F,NAD83,6950,5,NGVD29,18090102,dv,2,7378,NA,wat,NA,1645597,0,7/7/1983,7/8/2017,7220,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13790,10,USGS,11162753,SAN MATEO C BL LO CRYSTAL SP RES NR SAN MATEO CA,ST,37.52944444,-122.3583333,S,NAD83,160,12,NGVD29,18050004,uv,NA,14733,NA,wat,NA,1645597,0,9/12/2008,7/8/2017,3221,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13932,10,USGS,11463980,RUSSIAN R A DIGGER BEND NR HEALDSBURG CA,ST,38.6329653,-122.8555494,F,NAD83,NA,NA,NA,18010110,uv,NA,16358,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13943,10,USGS,11204100,SF TULE R NR RESERVATION BNDRY NR PORTERVILLE CA,ST,36.02411648,-118.8134258,S,NAD83,970,20,NGVD29,18030006,uv,NA,14929,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
14116,10,USGS,11044000,SANTA MARGARITA R NR TEMECULA CA,ST,33.4739175,-117.1422536,F,NAD83,950,17,NGVD29,18070302,uv,NA,14080,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
