,OverallMAE,WinterMAE,SpringMAE,SummerMAE,FallMAE,OverallR2,WinterR2,SpringR2,SummerR2,FallR2,OverallRMSE,WinterRMSE,SpringRMSE,SummerRMSE,FallRMSE,OverallPBIAS,WinterPBIAS,SpringPBIAS,SummerPBIAS,FallPBIAS
18578829,13.43,25.72,10.9,10.83,19.48,0.68,0.12,0.56,0.32,0.43,16.98,33.64,15.29,13.72,24.02,17.7,-6.7,19.1,71.6,35.9
