"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",4.237759946,44.0417088879247,442.7576276,9.2708356023,24.3450480175,14.4102829792229,36.7847726357264
"2","February",7.254221018,38.6490642434041,453.234312,16.2315034595,22.95821165,18.2039509824817,32.8684329510508
"3","March",6.9157888,36.4521355448804,219.5689372,14.458412927,22.3659552675,16.563901952691,31.2155013296705
"4","April",4.94405327,31.2982769066431,256.4139056,8.83970238595,16.0387442375,10.6645303234396,24.3172348533573
"5","May",1.765733311,23.2999808672917,310.680776,5.002911047,10.85558125,6.44129934501681,16.6409787662934
"6","June",0.706293324,14.0084704873431,170.7316967,2.118879973,4.940374659,2.64425843152486,8.30687754206107
"7","July",0.470862216,10.2170527592137,403.6466348,1.059439986,2.825173297,1.61461029367183,5.39387547620227
"8","August",0.353146662,6.21450996561022,239.0214325,0.706293324,2.354311081,1.03728001664599,3.81290962280133
"9","September",0.353146662,9.10694233304722,255.3397512,0.353146662,1.427301093,0.634004182758074,3.18590719156153
"10","October",0.353146662,11.8918546160726,187.3737331,0.353146662,1.059439986,0.563221471860046,4.86928527166586
"11","November",0.353146662,17.5705333944855,269.8481932,0.706293324,3.84046995025,1.28021351760233,9.71923433683587
"12","December",1.059439986,37.2229305757672,761.663778,2.472026635,16.06817313,5.64365514719778,24.5497616653932
