"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.412586649,35.250342659789,289.8892663,4.6151854409,21.09683445,9.6541115576017,29.1465657527362
"2","February",3.722754397,31.2596767111593,367.8463919,12.36013317,17.86701394,13.9013864883483,26.57197032118
"3","March",6.238924364,28.5714431072634,150.3669058,11.5221455765,18.003122545,13.5889204660783,24.8024066563712
"4","April",3.884613283,23.5844617411847,185.4755698,7.769226567,12.6728151175,8.68089304833701,18.7949114218351
"5","May",0.706293324,15.2881871185228,151.2056292,2.825173297,6.871645467,3.77486902528735,11.1072355924741
"6","June",0.014714444,7.95458740503357,136.8001882,0.512062660000001,2.118879973,0.781473620882738,3.84208038647245
"7","July",0.014714444,5.51110660502557,355.0595399,0.353146662,0.706293324,0.27369440599623,1.94669986785085
"8","August",0.014714444,3.03018843206396,140.2875115,0.279574441,0.470862216,0.210018239825162,1.26146547789247
"9","September",0.014714444,5.36307178787478,141.7736704,0.3207748849,0.706293324,0.22199199605697,1.73935690510242
"10","October",0.014714444,10.6230134957968,131.4882739,0.353146662,2.825173297,0.656415748740232,5.64509236426872
"11","November",0.029428889,13.7991262394494,121.7178829,0.353146662,3.66757523075,1.09367154575717,8.62784942674215
"12","December",0.191287775,29.0151375555099,661.7674159,0.71291482425,12.3638117825,3.01972425134324,18.0803582473649
