"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",11.25654986,167.272626433965,1687.629041,31.4705176535,96.85047209,51.2243281921662,140.285564678027
"2","February",25.33827301,148.308621840619,2205.194903,60.871448714,86.03903417,68.2158052762831,125.867903158755
"3","March",28.01630186,137.033706328226,781.6459933,56.014210673,85.696923345,64.4627966333663,119.363887830106
"4","April",17.65733311,116.342282084778,1228.155804,34.506107498,61.4990197675,41.2498797978029,91.877313382106
"5","May",5.223627711,80.6184821052137,961.9715076,16.526528066,37.58436924,21.6820065416806,57.9497512690022
"6","June",1.074154431,46.1740709887014,565.9028116,4.8984384926,13.97872204,7.04529437756215,25.2504645363188
"7","July",0.8975811,32.0984238371962,2372.865995,2.5205843012,7.06661185375,3.62241214434444,14.6239229309812
"8","August",0.706293324,18.2816415891868,816.1219362,0.94613876535,4.98083938075,2.02900458204725,9.65618004606249
"9","September",0.353146662,27.5323545661972,1018.975265,0.55841315975,3.56089551,1.17159727219911,8.98033277011574
"10","October",0.353146662,41.7031478716559,549.0547729,0.706293324,2.718493576,1.14482836834772,16.5891441813902
"11","November",0.353146662,62.6542606704565,769.3888612,1.4258296486,13.5998251025,3.58137783000402,34.8682433867916
"12","December",1.765733311,138.838833876773,2975.599061,6.3890116958,58.43105814,17.5447936394982,88.8598885801319
