"","Month","Min","Avg","Max","Perc5","Perc25","x7Q10","x7Q2"
"1","January",1.38315776,14.1681255634328,138.3452049,2.9531889624,7.94579989775,4.59391508739879,11.8765273250952
"2","February",2.192452194,12.4312233936873,133.0921483,5.297199932,7.316757406,5.82995732030819,10.5775026989349
"3","March",2.442597746,11.7370401077392,76.52982457,4.590906608,7.062933243,5.36145536634417,10.0143423469243
"4","April",1.515587758,9.982487065825,87.81580332,2.8237018526,5.21994909975,3.4298703204953,7.71509108003211
"5","May",0.559148882,7.16993479693011,94.59916212,1.412586649,3.178319959,1.90671447958637,5.02450364406534
"6","June",0.014714444,4.04482422680694,54.11972597,0.353146662,1.294871094,0.638496093832394,2.24765952694808
"7","July",0.014714444,2.8447088748589,89.53739329,0.353146662,0.706293324,0.347259924970554,1.40874250990709
"8","August",0.014714444,1.72678354213803,73.35150461,0.353146662,0.603292214,0.261158785580992,1.01298270365232
"9","September",0.014714444,2.86198549336505,70.26147132,0.353146662,0.353146662,0.23324401057493,1.03674737696691
"10","October",0.014714444,4.53418414231588,58.62234591,0.353146662,1.059439986,0.446831232039908,2.4597191666594
"11","November",0.014714444,5.79827526230382,87.25665443,0.353146662,1.412586649,0.543775840603815,3.43176283906336
"12","December",0.353146662,12.0096731224039,261.5198177,0.706293324,5.017625491,1.68354413747049,7.78313678511296
